Account,Type,RVP,Engagement,Status,Next Critical Date,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,5/11 Status,5/19 Status,5/25 Status,6/8 Needs,6/16 Needs,6/23 Needs,6/29 Needs,7/7 Needs,5/4 Status ,AE,SE,CSM,DSE,EA,AF,TA,BVS,Multiplier,Close Plan,DSR,Deck/Asset,Account Channel,Deal Channel ,Intake
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,
